Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Adjointable`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.Partial",7,5,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.__Canon,System.__Canon]..ctor",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon]..ctor",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_ControlledBody",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__13_0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__11_0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_ControlledBody",2,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Extensions.GetQubits","3,433","1,348",0.90,0.35,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",61,8,0.02,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericAdjoint.CreateOperation",4,3,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",32,16,0.01,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",5,3,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.<.ctor>b__3_0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",51,45,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",52,45,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",9,5,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",25,23,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",51,41,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",3,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",6,3,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",27,19,0.01,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",29,29,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",541,284,0.14,0.07,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetToQubitArrayMap",78,78,0.02,0.02,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,Microsoft.Quantum.Simulation.Core.Result].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon]..ctor",9,5,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].<.ctor>b__2_0",2,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Apply",8,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",11,7,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Boolean].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",44,44,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Int64]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Double,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Double,System.Int64].Apply",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Double,System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",21,20,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Int64].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<.ctor>b__2_0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<.ctor>b__2_1",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Apply",10,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",12,11,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].Partial",9,5,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Apply",8,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]],System.__Canon].Apply",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].<.ctor>b__2_0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply",5,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",7,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]],System.__Canon].Apply",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Double,System.__Canon],System.__Canon].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Double,System.Double],System.Double].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",9,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Boolean],System.ValueTuple`2[System.Int64,System.Int64]].Apply",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Boolean],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Boolean].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Apply",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].<.ctor>b__2_0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",4,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Apply",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Double,System.Double,System.Double],System.Double].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Double,System.Double,System.Double],System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.__Canon,System.__Canon],System.Double].Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Boolean],System.Int64].Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Apply",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",3,3,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].<.ctor>b__2_1",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.__Canon,System.__Canon,Microsoft.Quantum.Simulation.Core.Result,System.__Canon],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",7,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].FindPartialType",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].Partial",4,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`5[System.__Canon,System.Int64,System.Double,System.__Canon,System.__Canon],System.__Canon].Apply",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Operation`2+<>c[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon]..cctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",2,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_AdjointBody>b__14_0",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_AdjointBody",3,3,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__18_0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<get_ControlledBody>b__16_0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__16_0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",1,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]]..ctor",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",2,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].<.ctor>b__0",1,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",19,11,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",82,65,0.02,0.02,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",5,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper.Create",2,1,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",27,25,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<Create>b__0",11,11,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].<Create>b__0",3,0,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",26,21,0.01,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",3,2,0.00,0.00,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",160,40,0.04,0.01,
"Caller","[coreclr.dll]","Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",148,46,0.04,0.01,
